customer_id,name,email,signup_date,city,country,age,gender,age_was_missing,city_was_missing,gender_was_missing
54,Meghan Anthony,sheila14@example.org,2020-07-31,Vancouver,Canada,29.0,M,False,False,False
55,Victoria Johnson,yreed@example.com,2021-11-01,Vancouver,Canada,32.0,F,False,False,False
56,William Wilson,jonathanfletcher@example.org,2023-08-26,Manchester,UK,46.0,M,True,False,False
57,Renee Mcdaniel,michaeljones@example.net,2019-11-27,Vancouver,Canada,51.0,F,False,False,False
58,Lisa Alvarado,cortezkevin@example.com,2022-11-16,Bangkok,Thailand,46.0,M,True,False,False
59,Erika Terry,jamesortega@example.com,2019-09-19,Manchester,UK,35.0,Unknown,False,False,True
60,Stephanie Gilbert,richard04@example.com,2024-01-15,New York,USA,29.0,F,False,False,False
61,Richard Lawson,steven73@example.net,2023-12-16,Munich,Germany,55.0,F,False,False,False
62,Steven Flynn,donnacampbell@example.net,2024-06-22,Chicago,USA,72.0,Other,False,False,False
63,Frances Cardenas,emilywalker@example.org,2024-03-21,Singapore,Singapore,67.0,F,False,False,False
64,Angel Riggs,gibsonolivia@example.net,2023-06-01,Chicago,USA,40.0,F,False,False,False
65,Michael Snyder,dylanwatts@example.org,2024-02-24,Mumbai,India,38.0,F,False,False,False
66,Colleen Brock,pwilliams@example.org,2022-09-13,New York,USA,41.0,Unknown,False,False,True
67,Robert Contreras,stephanie79@example.net,2020-12-20,Vancouver,Canada,48.0,M,False,False,False
68,Jessica Meadows,vmerritt@example.com,2019-08-25,New York,USA,27.0,F,False,False,False
69,Paul Larsen,katie87@example.net,2021-06-08,Paris,France,62.0,Unknown,False,False,True
70,Jeremiah Reeves,josephflores@example.net,2021-02-27,Los Angeles,USA,28.0,F,False,False,False
71,Chris Reyes,jasminebrown@example.com,2023-07-10,Bangkok,Thailand,59.0,M,False,False,False
72,John Brown,xprice@example.net,2021-06-02,London,UK,58.0,M,False,False,False
73,Alicia Gilmore,wwoods@example.com,2023-01-14,Los Angeles,USA,48.0,F,False,False,False
74,Sarah Ashley,vmedina@example.net,2022-02-09,Vancouver,Canada,28.0,M,False,False,False
75,Stephanie Freeman,ryan06@example.com,2019-12-23,Bangkok,Thailand,52.0,F,False,False,False
76,Rebecca Ramsey,ncalhoun@example.net,2020-03-06,Vancouver,Canada,66.0,M,False,False,False
77,James Elliott,millerroy@example.com,2022-10-15,Berlin,Germany,48.0,M,False,False,False
78,David Murphy,wmurphy@example.com,2022-09-11,Chicago,USA,34.0,F,False,False,False
79,Trevor Fisher,ruizkaitlyn@example.org,2024-05-03,Mumbai,India,59.0,F,False,False,False
80,Mrs. Marie Harrington DDS,herringjames@example.org,2020-05-16,New York,USA,55.0,F,False,False,False
81,Cynthia Wells,elliottjeffery@example.net,2022-03-24,Sydney,Australia,61.0,F,False,False,False
82,Jacob Obrien,stricklandfrank@example.com,2022-11-09,Sydney,Australia,73.0,F,False,False,False
83,Alexander Collins,tsanders@example.org,2020-03-24,Manchester,UK,67.0,F,False,False,False
84,Michael Burton,terrykevin@example.net,2024-02-22,Toronto,Canada,45.0,M,False,False,False
85,Barbara Riggs,reedross@example.com,2022-05-04,Munich,Germany,64.0,M,False,False,False
86,Matthew Smith,gshort@example.com,2021-05-23,Munich,Germany,44.0,M,False,False,False
87,Madison Poole,ryangross@example.net,2023-03-20,Vancouver,Canada,69.0,M,False,False,False
88,Robert Medina,umarshall@example.net,2020-05-04,Sydney,Australia,44.0,F,False,False,False
89,Samuel Rivas,ramirezshannon@example.com,2024-01-03,London,UK,21.0,M,False,False,False
90,Mary Rogers,lrosales@example.com,2020-03-14,Melbourne,Australia,42.0,F,False,False,False
91,Robert Peterson,angela83@example.org,2023-09-02,Toronto,Canada,40.0,M,False,False,False
92,Jason Peters,hannahbrewer@example.com,2023-12-09,Mumbai,India,40.0,F,False,False,False
93,Alan Phillips,tholt@example.net,2023-10-14,Manchester,UK,50.0,M,False,False,False
94,Kara Schmidt,jbarajas@example.com,2021-09-26,Unknown,Canada,33.0,F,False,True,False
95,Jesse Parker,davidlee@example.org,2023-06-23,Sydney,Australia,62.0,F,False,False,False
96,Tiffany Vaughn,javierwashington@example.net,2021-12-29,Paris,France,74.0,F,False,False,False
97,Paige Carlson,wallkenneth@example.com,2021-05-27,Sydney,Australia,71.0,F,False,False,False
98,Adrian Ferguson,brandon08@example.com,2021-07-20,Toronto,Canada,37.0,M,False,False,False
99,Beth Oneill,agarcia@example.net,2021-05-13,Unknown,India,69.0,M,False,True,False
100,John Peterson,kingmichelle@example.org,2020-04-04,London,UK,20.0,M,False,False,False
101,Jennifer Jones,hernandezlisa@example.com,2020-02-13,Toronto,Canada,55.0,M,False,False,False
102,David Grant,yobrien@example.net,2024-04-25,Paris,France,45.0,F,False,False,False
103,Joseph Hayes,levans@example.com,2024-05-27,Paris,France,65.0,F,False,False,False
104,Marc Lynch,mezajared@example.org,2024-03-17,New York,USA,52.0,F,False,False,False
105,Brad Allen,moorericky@example.net,2020-02-11,Melbourne,Australia,53.0,F,False,False,False
106,Doris Hall,jacqueline71@example.net,2020-09-09,Singapore,Singapore,67.0,M,False,False,False
107,Dennis Moody,ronaldstephens@example.net,2021-12-27,London,UK,58.0,F,False,False,False
108,Derek Thomas,martinkyle@example.net,2021-05-10,Mumbai,India,22.0,M,False,False,False
109,Tammy Gonzales,sbarker@example.com,2022-12-19,Berlin,Germany,43.0,M,False,False,False
110,Kathryn Snyder,georgepamela@example.net,2023-07-14,Paris,France,65.0,M,False,False,False
111,David Davis,keyemily@example.com,2020-10-22,Vancouver,Canada,69.0,F,False,False,False
112,Pamela Thompson,lmoon@example.net,2021-08-09,Singapore,Singapore,55.0,M,False,False,False
113,Robert Costa,vbailey@example.com,2020-01-08,London,UK,29.0,F,False,False,False
114,Shannon Rivera,zroberts@example.net,2022-12-07,Paris,France,46.0,F,True,False,False
115,Brandon King,cordovarichard@example.net,2021-04-12,Melbourne,Australia,51.0,M,False,False,False
116,April Booth,mgutierrez@example.net,2021-07-06,Berlin,Germany,21.0,F,False,False,False
117,Peter Garrett,harrisandrea@example.com,2022-04-06,Sydney,Australia,46.0,Unknown,False,False,True
118,Michael Martinez,jennifercollins@example.org,2020-11-08,Munich,Germany,60.0,F,False,False,False
119,Anna Gay,murraydavid@example.org,2020-01-30,Melbourne,Australia,23.0,M,False,False,False
120,Dr. Jordan Hill PhD,jsanchez@example.org,2020-03-19,Toronto,Canada,33.0,M,False,False,False
121,Thomas Romero,michellehill@example.com,2019-07-25,Vancouver,Canada,34.0,F,False,False,False
122,Richard Adams,campbellkenneth@example.net,2019-09-17,Munich,Germany,18.0,M,False,False,False
123,Mary Grimes,wryan@example.com,2022-07-30,Chicago,USA,22.0,M,False,False,False
124,Kimberly Gibson,molly39@example.com,2020-11-28,Berlin,Germany,19.0,F,False,False,False
125,Reginald Williams,zthornton@example.com,2021-03-31,Los Angeles,USA,20.0,F,False,False,False
126,Matthew Hoover,tylerjohnson@example.net,2022-02-26,Singapore,Singapore,21.0,M,False,False,False
127,Evelyn Garcia,dgarcia@example.org,2022-05-05,Paris,France,30.0,M,False,False,False
128,Jennifer Pena,charlesharrington@example.com,2023-10-28,Vancouver,Canada,43.0,M,False,False,False
129,Michael Santos,melissa86@example.com,2019-07-23,Melbourne,Australia,56.0,F,False,False,False
130,Stacy Freeman,williamsonjimmy@example.net,2022-02-04,Chicago,USA,46.0,M,True,False,False
131,Yolanda Francis,wgood@example.net,2019-03-08,Vancouver,Canada,34.0,F,False,False,False
132,Ashlee Jackson,rebecca05@example.org,2020-04-23,Sydney,Australia,66.0,M,False,False,False
133,James Thomas,yknight@example.org,2021-05-20,Toronto,Canada,50.0,F,False,False,False
134,Bob Pitts,tyleraguilar@example.org,2019-05-27,Chicago,USA,26.0,M,False,False,False
135,David Scott,nolansteven@example.com,2020-08-14,Bangkok,Thailand,23.0,F,False,False,False
136,Brooke Alexander,vanessa46@example.net,2021-10-21,Vancouver,Canada,47.0,M,False,False,False
137,Ryan Gonzalez,gcastaneda@example.org,2020-10-22,Melbourne,Australia,46.0,M,True,False,False
138,Ian Phillips,andrew64@example.org,2022-03-24,Mumbai,India,17.0,F,False,False,False
139,Melissa Garner,lozanojulie@example.com,2023-04-12,New York,USA,46.0,F,False,False,False
140,Crystal Pham,danaoliver@example.net,2021-06-11,Paris,France,68.0,F,False,False,False
141,Patricia Becker,courtneyberger@example.net,2020-10-19,London,UK,70.0,M,False,False,False
142,Richard Johnson,jessica14@example.com,2024-04-19,Sydney,Australia,68.0,F,False,False,False
143,Casey Anderson,alyssa42@example.com,2020-10-24,Vancouver,Canada,65.0,Unknown,False,False,True
144,Terry Coffey,julie51@example.com,2023-11-16,Sydney,Australia,45.0,F,False,False,False
145,Brenda Levy,zcoffey@example.net,2021-10-17,Singapore,Singapore,44.0,M,False,False,False
146,Richard Smith,gibsonemily@example.net,2020-08-12,Bangkok,Thailand,72.0,Unknown,False,False,True
147,James Little,daniel37@example.org,2023-06-25,Paris,France,61.0,M,False,False,False
148,Terri Murphy,deborahreid@example.com,2020-04-05,Los Angeles,USA,45.0,F,False,False,False
149,Elizabeth Ortiz,brandonjohnson@example.com,2023-01-07,Bangkok,Thailand,48.0,M,False,False,False
150,David Medina,qchavez@example.net,2020-05-14,Berlin,Germany,51.0,M,False,False,False
151,Kimberly Matthews,nicolepena@example.com,2023-12-06,Melbourne,Australia,71.0,M,False,False,False
152,Teresa Ramirez,jeff73@example.com,2024-03-28,London,UK,33.0,F,False,False,False
153,Michael Stephens,bruce43@example.org,2022-04-02,Paris,France,71.0,F,False,False,False
154,Samantha Davis,darleneharper@example.org,2023-04-12,Munich,Germany,40.0,F,False,False,False
155,Gavin Zhang,caseyhubbard@example.org,2020-05-04,Melbourne,Australia,40.0,F,False,False,False
156,Robin Hall,kristinacarlson@example.com,2021-08-26,Melbourne,Australia,40.0,M,False,False,False
157,Brianna Anderson,lauren10@example.org,2021-10-11,Chicago,USA,24.0,M,False,False,False
158,Richard Young,alfred40@example.org,2023-09-27,Mumbai,India,22.0,M,False,False,False
159,Kelly Reese,xwest@example.net,2023-11-19,Manchester,UK,25.0,F,False,False,False
160,Jodi Walker,acostaregina@example.net,2022-11-19,Paris,France,57.0,M,False,False,False
161,Judith Maynard,lutzmelanie@example.com,2021-02-17,Munich,Germany,56.0,M,False,False,False
162,Katherine Browning,lammarc@example.org,2022-06-18,New York,USA,31.0,Unknown,False,False,True
163,Donald Schultz,oscar98@example.com,2019-07-05,Melbourne,Australia,22.0,F,False,False,False
164,Larry Garcia,farrelldebra@example.net,2022-11-22,Chicago,USA,46.0,F,True,False,False
165,Cindy Hayes,robertwilcox@example.com,2021-02-06,London,UK,25.0,M,False,False,False
166,Brandon Simmons,nicholas27@example.org,2019-12-15,Chicago,USA,21.0,M,False,False,False
167,Bradley Reynolds,lisa80@example.net,2024-02-13,Berlin,Germany,25.0,F,False,False,False
168,Kristina Santiago,qgomez@example.com,2019-01-20,Sydney,Australia,73.0,F,False,False,False
169,Michelle Schmitt,michael98@example.org,2022-04-18,London,UK,56.0,F,False,False,False
170,John Boone,megan51@example.com,2020-02-12,Vancouver,Canada,70.0,M,False,False,False
171,Renee Bruce,lynchdiane@example.net,2020-08-28,Paris,France,17.0,F,False,False,False
172,Christopher Park,sandra50@example.org,2023-11-07,Paris,France,74.0,M,False,False,False
173,Kylie Morales,joycebonilla@example.org,2023-05-08,Vancouver,Canada,54.0,F,False,False,False
174,Cindy Barnes,eric45@example.net,2022-10-20,Vancouver,Canada,56.0,F,False,False,False
175,Sophia Moore,craigjoseph@example.net,2021-06-21,Singapore,Singapore,53.0,M,False,False,False
176,Lawrence Perry,kariwilson@example.com,2023-03-11,London,UK,27.0,M,False,False,False
177,Michael Watkins,brandon69@example.org,2021-12-23,London,UK,74.0,M,False,False,False
178,Eric Clark,kathrynroberts@example.org,2024-06-04,Berlin,Germany,63.0,M,False,False,False
179,Paul Thompson,opatel@example.net,2019-10-16,Los Angeles,USA,71.0,F,False,False,False
180,Mary Gomez,chensley@example.com,2023-07-06,Mumbai,India,39.0,F,False,False,False
181,Thomas Atkins,tberry@example.net,2021-07-20,Los Angeles,USA,59.0,F,False,False,False
182,Brian Smith,george97@example.net,2024-04-09,Sydney,Australia,22.0,M,False,False,False
183,Anita Richard,ryanmorales@example.org,2020-11-02,Munich,Germany,30.0,M,False,False,False
184,Eric Morgan,kimberly18@example.net,2020-09-10,Melbourne,Australia,42.0,F,False,False,False
185,Jordan Bullock,michael23@example.org,2019-08-26,Berlin,Germany,31.0,F,False,False,False
186,Craig Morrison,thompsonkendra@example.com,2024-04-28,Sydney,Australia,42.0,M,False,False,False
187,Justin Riley,michelle52@example.com,2019-07-22,Sydney,Australia,55.0,F,False,False,False
188,Jeremy Turner,brittany58@example.org,2020-03-20,London,UK,44.0,F,False,False,False
189,Jesse Brown,chase19@example.net,2021-01-22,Sydney,Australia,73.0,F,False,False,False
190,Julie Spencer,colelisa@example.net,2024-06-05,Toronto,Canada,70.0,F,False,False,False
191,Larry Mason,hayeslisa@example.com,2022-05-07,Sydney,Australia,19.0,F,False,False,False
192,Mrs. Maria Williams,hritter@example.net,2020-02-25,Paris,France,69.0,F,False,False,False
193,Helen Hardin,vortiz@example.net,2020-04-22,Mumbai,India,65.0,F,False,False,False
194,Rachel Holland,riveraangela@example.com,2019-10-24,Mumbai,India,50.0,M,False,False,False
195,Nathaniel Douglas,mathewaguilar@example.org,2019-09-27,New York,USA,38.0,F,False,False,False
196,Emily Douglas,tanderson@example.org,2020-06-27,Chicago,USA,24.0,M,False,False,False
197,James Conner,elizabethcalderon@example.net,2021-07-07,Berlin,Germany,48.0,F,False,False,False
198,Susan Davis DDS,andrew42@example.org,2019-03-30,Paris,France,49.0,F,False,False,False
199,Ralph Lee,ericphillips@example.org,2023-10-02,Berlin,Germany,43.0,M,False,False,False
200,Kimberly Rodgers,stanleynancy@example.net,2024-01-16,Los Angeles,USA,36.0,F,False,False,False
201,James Martin,jenniferwilliams@example.com,2022-04-13,Sydney,Australia,61.0,M,False,False,False
202,Cynthia Wallace,karen73@example.net,2021-11-01,Berlin,Germany,43.0,M,False,False,False
203,Vincent Mueller,michealvalentine@example.com,2023-12-03,Sydney,Australia,62.0,M,False,False,False
204,Douglas Reyes,mburch@example.net,2020-11-25,Manchester,UK,41.0,F,False,False,False
205,David Davidson,angela18@example.org,2020-06-06,Sydney,Australia,25.0,F,False,False,False
206,Phillip Nelson,mariahdavis@example.org,2019-07-10,Los Angeles,USA,22.0,F,False,False,False
207,Stacey Arias,gbrown@example.com,2022-04-16,New York,USA,51.0,F,False,False,False
208,Zachary Brooks,florescory@example.net,2024-04-11,Sydney,Australia,71.0,F,False,False,False
209,Raven Taylor,samantha72@example.net,2020-12-21,Vancouver,Canada,52.0,M,False,False,False
210,Luis Bullock,scottmary@example.net,2019-08-10,Mumbai,India,70.0,F,False,False,False
211,Lisa Henderson,john10@example.org,2023-07-12,Toronto,Canada,70.0,M,False,False,False
212,Riley Bryant,copelandvincent@example.net,2022-08-09,Sydney,Australia,17.0,M,False,False,False
213,Jose Allen,kellysmith@example.com,2020-01-05,New York,USA,60.0,F,False,False,False
214,Jason Beck,millsmichael@example.net,2023-11-17,Chicago,USA,52.0,M,False,False,False
215,Rachel Romero,myerstheodore@example.net,2019-07-07,New York,USA,29.0,F,False,False,False
216,James Burgess,kristina53@example.net,2023-01-17,Vancouver,Canada,65.0,M,False,False,False
217,Ashley Perkins,dennis58@example.com,2019-11-19,Chicago,USA,19.0,M,False,False,False
218,Carrie Maxwell,epollard@example.net,2022-05-28,Berlin,Germany,42.0,F,False,False,False
219,Chad Baldwin,mjohnson@example.org,2019-08-16,Manchester,UK,59.0,M,False,False,False
220,Stacey Stewart,zachary87@example.com,2020-03-27,New York,USA,46.0,Other,True,False,False
221,Matthew Mitchell,glennmartin@example.org,2019-10-09,Unknown,Singapore,34.0,M,False,True,False
222,Jessica Ross,ykline@example.com,2019-09-22,Chicago,USA,50.0,M,False,False,False
223,Kathleen Jimenez,laurie61@example.com,2020-12-26,Singapore,Singapore,41.0,F,False,False,False
224,Samantha Gardner,curtis54@example.com,2019-06-09,Bangkok,Thailand,52.0,M,False,False,False
225,Mitchell Jackson,cbell@example.net,2019-08-24,Vancouver,Canada,17.0,Other,False,False,False
226,Heather Bolton,danielle01@example.net,2023-08-31,Berlin,Germany,21.0,F,False,False,False
227,Heidi Owen,stephaniethomas@example.net,2021-12-09,Manchester,UK,41.0,F,False,False,False
228,Jessica Martinez,kimberlydiaz@example.com,2019-12-11,Singapore,Singapore,48.0,F,False,False,False
229,Amanda Hernandez,xrush@example.com,2020-12-16,Singapore,Singapore,62.0,F,False,False,False
230,Laura Moreno,redwards@example.org,2019-10-27,Los Angeles,USA,28.0,M,False,False,False
231,Allison Lopez,hmcintyre@example.com,2019-12-29,Los Angeles,USA,47.0,M,False,False,False
232,Michele Lewis,heather73@example.org,2024-03-07,Sydney,Australia,57.0,M,False,False,False
233,Benjamin Thompson,zosborn@example.net,2020-10-09,Sydney,Australia,44.0,F,False,False,False
234,Victoria Contreras,piercekelly@example.com,2022-04-26,Vancouver,Canada,38.0,F,False,False,False
235,Michelle Ho,laurahicks@example.org,2021-01-25,New York,USA,20.0,F,False,False,False
236,Dr. Cynthia Snyder,angela57@example.net,2021-11-04,Paris,France,45.0,M,False,False,False
237,Stephen Jones,ukey@example.com,2021-07-10,New York,USA,57.0,M,False,False,False
238,Patricia Morrow,martinezlogan@example.org,2021-07-11,New York,USA,67.0,M,False,False,False
239,Michael Cooper,katrinaanderson@example.net,2022-08-16,Munich,Germany,18.0,F,False,False,False
240,Amy Martinez,kevinmartin@example.net,2022-06-02,Munich,Germany,39.0,F,False,False,False
241,Travis Stone,meghan43@example.net,2022-10-22,London,UK,19.0,F,False,False,False
242,Denise Weber,shawgary@example.net,2022-02-16,Los Angeles,USA,34.0,Unknown,False,False,True
243,Matthew Le,megan90@example.org,2023-11-24,Paris,France,37.0,M,False,False,False
244,Travis Wise,debra96@example.net,2024-06-04,Vancouver,Canada,60.0,M,False,False,False
245,Kathleen Burton,dawn47@example.org,2020-09-26,Los Angeles,USA,40.0,F,False,False,False
246,Melinda Evans,barkereric@example.com,2023-08-25,Melbourne,Australia,21.0,F,False,False,False
247,Mr. Lawrence Edwards,jessica56@example.org,2020-09-24,London,UK,29.0,F,False,False,False
248,Kayla Rodriguez,stevenadams@example.org,2019-11-14,Chicago,USA,34.0,M,False,False,False
249,Anthony Dougherty,kwright@example.com,2023-02-21,Mumbai,India,18.0,M,False,False,False
250,Michelle Lee,tyronerobertson@example.com,2021-02-10,Paris,France,26.0,M,False,False,False
251,Kathleen Davis,pwagner@example.org,2019-12-06,Bangkok,Thailand,18.0,F,False,False,False
252,Amber Campbell,amitchell@example.org,2022-06-04,Berlin,Germany,64.0,M,False,False,False
253,Stephen Luna,zdiaz@example.org,2024-05-31,Vancouver,Canada,73.0,Other,False,False,False
254,Chloe Tran,hughesshannon@example.net,2021-08-03,Berlin,Germany,65.0,Unknown,False,False,True
255,William Becker,andersoncolin@example.com,2020-02-13,Mumbai,India,24.0,M,False,False,False
256,Gina Mcmillan,jameshicks@example.net,2022-02-09,London,UK,61.0,F,False,False,False
257,Andrew Reeves,jstone@example.net,2019-11-25,Singapore,Singapore,44.0,F,False,False,False
258,Brenda Velazquez,francisco94@example.net,2020-03-30,Unknown,Thailand,72.0,F,False,True,False
259,Ronald Patel,thomas05@example.com,2021-02-04,Munich,Germany,40.0,F,False,False,False
260,Veronica Silva,carlsonjoseph@example.net,2019-07-22,Bangkok,Thailand,37.0,F,False,False,False
261,Paula Lane,silvageorge@example.net,2021-08-25,Mumbai,India,64.0,F,False,False,False
262,Patricia James,anthonyvaughan@example.org,2019-02-08,Los Angeles,USA,29.0,M,False,False,False
263,Jeremy Barnes,avaughn@example.net,2021-05-16,Munich,Germany,65.0,F,False,False,False
264,Tami Salas,thorntonapril@example.net,2022-08-01,Manchester,UK,45.0,M,False,False,False
265,Matthew Fox,sue78@example.com,2019-02-03,Munich,Germany,48.0,F,False,False,False
266,Megan Dillon,chelsea33@example.com,2022-06-13,New York,USA,31.0,M,False,False,False
267,Courtney Dudley,kellie37@example.com,2024-06-19,Munich,Germany,20.0,M,False,False,False
268,Justin Michael,keith98@example.com,2022-02-08,Munich,Germany,40.0,F,False,False,False
269,Jennifer Reed,kellyroberts@example.net,2020-06-03,London,UK,38.0,M,False,False,False
270,Thomas Douglas,ilewis@example.com,2019-08-01,Sydney,Australia,63.0,F,False,False,False
271,Melissa Taylor,johnsantiago@example.net,2023-07-25,London,UK,27.0,Unknown,False,False,True
272,David Garcia,jennifer12@example.org,2022-07-17,Berlin,Germany,67.0,Other,False,False,False
273,Vanessa Moore,mwoods@example.com,2020-08-23,New York,USA,18.0,F,False,False,False
274,Matthew Velez,pearsonjesse@example.net,2021-11-21,Vancouver,Canada,68.0,M,False,False,False
275,Taylor Gentry,robertmonroe@example.org,2020-08-08,Toronto,Canada,71.0,F,False,False,False
276,Jennifer Simpson DVM,nancy04@example.net,2023-06-26,Los Angeles,USA,43.0,M,False,False,False
277,Tanya Rogers,ihays@example.net,2020-11-25,Manchester,UK,47.0,M,False,False,False
278,Todd Rosales MD,lisarivera@example.net,2023-06-29,Vancouver,Canada,62.0,Unknown,False,False,True
279,David Lopez,krystal93@example.org,2022-01-22,Chicago,USA,36.0,F,False,False,False
280,Margaret Sullivan,frobertson@example.com,2022-05-19,Berlin,Germany,26.0,F,False,False,False
281,Cathy Taylor,shari04@example.com,2024-02-10,Mumbai,India,55.0,Unknown,False,False,True
282,Paul Finley,brandi90@example.com,2019-06-03,New York,USA,41.0,M,False,False,False
283,Melissa Brown,marshallerik@example.net,2019-10-20,New York,USA,59.0,F,False,False,False
284,Stephanie Padilla,hannah45@example.net,2022-08-14,Singapore,Singapore,39.0,M,False,False,False
285,Tyler Mendoza,madkins@example.com,2021-07-10,Sydney,Australia,39.0,F,False,False,False
286,Joshua Ruiz,kathleenbecker@example.net,2021-03-26,London,UK,57.0,F,False,False,False
287,Angela Griffin,christian91@example.org,2021-10-19,Chicago,USA,40.0,M,False,False,False
288,Stephanie Harris,franklinbond@example.com,2021-07-02,Melbourne,Australia,55.0,M,False,False,False
289,Daniel Aguilar,nolansean@example.org,2019-10-05,Los Angeles,USA,44.0,Unknown,False,False,True
290,Jose Bryant,hansenemily@example.com,2022-10-28,Singapore,Singapore,58.0,M,False,False,False
